id,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,'Wifes_now_working\%3F',Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
24759,29.570438,2,4,4.189806,1,1,3,4,0,3
24760,22.058981,1,3,0.524937,1,1,3,2,0,3
24761,38.40465,4,4,2,1,1,1,3,0,1
24762,50.51047,4,4,4.29793,1,1,2,4,0,2
24763,30.745639,3,3,4.324448,0,1,2,4,0,3
24764,27.100415,3,3,3,1,1,2,2,0,3
24765,28.060386,4,4,2,0,0,1,2,0,2
24766,45.492862,3,3,3.594753,1,0,2,4,0,1
24767,26.46606,4,4,2,1,0,1,4,0,3
24768,23.157882,2,2,1.019233,1,1,1,1,0,1
24769,20.100503,1,2,0.619664,1,1,2,3,1,3
24770,35.384194,2,3,6.810955,1,0,2,3,0,1
24771,26.525453,3,3,0.831379,1,1,3,3,0,1
24772,21.053534,4,4,0.073623,1,0,1,4,1,1
24773,25.954559,1,2,0.724477,1,1,3,4,1,1
24774,25.808029,4,4,0.256479,1,1,1,1,0,2
24775,39.555388,2,3,6.754593,1,1,3,4,0,1
24776,41.893207,2,4,6.566362,1,1,2,4,0,1
24777,38.535211,4,4,2,0,1,1,3,0,2
24778,36.834681,2,2,2,0,1,3,3,0,3
24779,25.140345,4,4,2,1,1,3,2,0,1
24780,24.712597,4,4,2,1,1,1,4,0,2
24781,38.972276,3,4,3,1,0,3,1,0,3
24782,44.110219,3,3,3,1,1,3,3,0,3
24783,34.920375,3,3,1.169931,1,1,3,3,0,3
24784,28.348198,4,4,1.289319,1,0,1,2,0,1
24785,36.576462,4,4,3.698518,0,1,3,1,0,3
24786,44.476807,2,2,4.145865,1,1,3,2,0,1
24787,26.309748,1,2,2,1,1,3,2,0,3
24788,32.219972,4,4,1.121728,1,0,1,4,0,1
24789,37.782255,4,4,3,1,1,2,3,0,3
24790,27.24007,2,2,0.873234,0,1,3,4,0,3
24791,26.349924,2,4,4.940201,1,1,3,4,0,3
24792,42.676761,2,4,9.537816,1,1,1,2,0,1
24793,37.831312,4,4,4.471308,0,1,2,3,0,2
24794,31.016677,4,4,4.46049,0,1,2,4,0,3
24795,43.582521,2,4,6.861199,1,1,3,4,0,3
24796,26.974257,4,4,3,1,0,1,4,0,3
24797,23.431905,2,1,2,0,1,4,2,0,1
24798,33.344431,4,4,4.199595,1,1,3,4,0,2
24799,32.688471,4,4,9.982993,1,1,3,4,0,3
24800,26.475763,3,3,3,1,1,2,4,0,3
24801,23.485459,4,4,0.71248,1,1,3,3,0,1
24802,24.777316,4,4,2,1,0,3,4,0,3
24803,25.640483,2,4,4.457834,1,1,3,3,0,3
24804,49.97352,3,3,4.211225,1,1,3,4,0,1
24805,32.576011,3,4,3,0,0,1,3,0,3
24806,43.113975,4,4,5.173051,1,1,1,4,0,2
24807,24.318235,4,4,0.76707,1,0,1,3,0,3
24808,32.260391,4,4,3,1,1,2,3,0,1
24809,46.468681,2,2,3,1,0,2,4,0,1
24810,20.307603,2,4,0.529262,1,1,3,4,0,1
24811,36.749387,3,4,0.222452,1,1,1,4,0,1
24812,22.559247,4,4,2,0,1,1,3,0,3
24813,21.318408,2,2,0.954599,1,1,3,1,0,3
24814,39.038226,3,3,2,1,1,3,4,0,1
24815,26.756234,4,4,2,0,1,1,3,0,1
24816,35.092402,3,3,4.742594,1,1,1,2,0,2
24817,30.945272,2,3,10.709436,1,1,2,2,0,3
24818,36.343509,4,4,7.227001,0,1,1,4,0,2
24819,33.565894,2,3,4.381593,0,1,3,3,0,3
24820,37.193269,4,4,9.234837,1,1,2,1,0,1
24821,21.311754,4,4,2,1,1,1,3,0,3
24822,23.360099,3,4,2,1,1,3,4,0,1
24823,30.807251,1,3,3,1,0,2,4,0,3
24824,23.245407,4,4,0.434915,1,1,1,3,0,1
24825,30.77996,3,3,5.285231,0,1,2,1,0,2
24826,36.662663,3,3,3.720112,1,1,3,3,0,2
24827,44.300095,4,4,4.332872,1,0,1,3,0,2
24828,26.176651,4,4,2,1,1,1,3,0,3
24829,29.103522,3,3,2,1,1,3,3,0,3
24830,27.017959,1,3,1.50542,1,0,3,2,0,1
24831,33.806946,3,3,4.971896,1,1,3,1,0,1
24832,37.009851,2,2,2,1,1,3,2,0,1
24833,26.577933,4,4,2,0,1,3,4,0,3
24834,43.631092,3,2,0.860657,1,1,2,2,1,1
24835,37.915747,1,3,2,1,1,3,2,0,3
24836,32.257979,2,3,4.103328,1,1,2,1,0,3
24837,30.576887,2,3,0.67349,1,1,2,3,0,1
24838,42.439233,3,3,8.119071,1,1,2,3,0,1
24839,26.740253,3,4,0.580271,1,1,1,1,0,3
24840,45.569943,2,4,5.50125,1,0,2,3,1,2
24841,38.679411,4,4,3,1,0,1,4,0,2
24842,33.366117,4,4,3,1,1,1,3,0,3
24843,38.394979,4,4,9.049493,1,1,3,4,0,2
24844,21.539889,4,4,0.388285,1,1,3,4,0,3
24845,30.534605,4,4,4.434985,1,1,1,4,0,2
24846,31.335295,2,4,3,1,1,3,4,0,1
24847,35.41834,3,3,4.201,1,0,4,2,0,2
24848,26.251625,3,3,0.095305,1,0,2,2,0,3
24849,21.57922,2,3,3,1,1,3,4,0,3
24850,44.283898,4,3,5.844635,0,1,3,4,0,2
24851,23.272282,3,3,-0.197531,1,1,1,4,0,3
24852,28.973871,3,4,1.576107,1,1,3,4,0,3
24853,47.507156,2,3,2,1,1,3,1,0,1
24854,32.481349,3,3,3,1,1,2,4,0,2
24855,34.077542,3,4,3,0,1,3,4,0,2
24856,36.065726,2,4,8.733423,1,0,3,3,0,1
24857,18.252059,4,4,0.993856,1,1,1,4,0,2
24858,27.086723,3,2,3,1,0,3,4,0,3
24859,37.901989,3,4,3,1,1,2,4,0,3
24860,21.172948,2,3,4.821187,1,1,1,3,0,1
24861,26.365168,4,4,3,1,1,1,4,1,3
24862,44.133296,3,3,7.350947,1,0,3,3,0,1
24863,37.068246,4,4,4.146912,1,0,2,3,0,2
24864,44.217724,2,2,2,1,1,3,3,0,1
24865,45.716609,4,4,4.672963,0,1,1,3,0,2
24866,33.285071,2,4,3.805878,1,1,3,4,0,3
24867,40.514323,1,2,3.313527,1,1,2,1,1,1
24868,30.649533,4,4,4.84904,1,1,2,4,0,2
24869,31.380339,2,4,4.732747,1,1,1,4,0,1
24870,22.064629,3,3,2,1,1,3,3,1,3
24871,33.128789,4,4,0.430837,0,1,1,3,0,2
24872,23.16932,4,4,2,1,1,3,2,0,1
24873,38.173076,3,4,4.985946,1,1,1,1,0,1
24874,29.838826,3,4,3,1,1,2,3,0,3
24875,34.816779,3,3,3.938291,1,1,2,2,0,2
24876,41.165431,2,3,6.309298,1,1,2,2,0,1
24877,36.310319,2,2,2,1,1,3,1,0,1
24878,40.284413,3,3,3,1,0,3,2,0,3
24879,26.878801,4,4,2,1,1,1,4,0,3
24880,38.42069,4,4,5.298947,1,0,2,3,0,3
24881,48.138371,3,2,2,1,1,3,1,1,1
24882,36.886536,2,4,5.038508,0,1,2,4,0,1
24883,26.235877,3,4,3.934656,1,0,2,3,0,1
24884,25.733008,3,4,4.708372,1,0,3,4,0,1
24885,20.776259,2,3,0.962335,1,1,2,2,0,1
24886,28.593973,4,4,3,1,1,1,4,0,2
24887,37.794839,4,4,4.157356,1,1,3,4,0,2
24888,24.71074,2,3,0.305502,1,1,3,4,0,3
24889,47.704853,3,3,7.434609,1,0,2,4,0,1
24890,36.355837,1,1,2,1,1,3,3,1,1
24891,38.752912,4,4,3,1,1,1,3,0,1
24892,25.520024,3,3,2,1,1,3,4,0,3
24893,30.624464,4,4,3,0,1,3,1,0,1
24894,44.5891,3,3,2.076376,1,1,2,4,0,1
24895,41.781098,2,1,4.35361,1,0,3,1,0,1
24896,23.609229,4,4,0.213903,1,1,3,4,0,1
24897,27.673419,3,4,3,1,1,3,3,0,1
24898,26.2387,3,4,3,1,1,2,2,0,2
24899,31.049394,3,3,4.539136,1,1,3,4,0,3
24900,35.530029,4,4,4.395566,1,1,1,4,0,2
24901,18.878518,4,4,0.615283,1,1,3,4,0,3
24902,26.997895,4,4,5.072567,1,0,1,4,0,2
24903,42.691098,4,4,7.821206,0,0,1,3,0,3
24904,20.919841,2,3,0.332359,1,0,3,1,0,1
24905,36.670717,4,4,6.092084,1,1,2,4,0,3
24906,20.203287,4,4,2,1,1,4,4,0,3
24907,25.983953,3,4,1.092035,0,1,3,3,0,3
24908,37.293334,4,4,9.919669,1,1,2,4,0,2
24909,45.46398,2,2,3.856437,1,1,3,4,0,1
24910,29.574559,4,4,3,1,1,3,4,1,3
24911,33.988337,4,4,3,0,1,1,4,0,2
24912,30.933052,2,3,3,1,1,3,2,0,3
24913,33.711705,2,2,7.555736,1,1,1,2,0,1
24914,44.018346,4,4,2,1,1,3,2,0,2
24915,30.592976,2,4,1.620525,1,1,3,3,0,1
24916,46.064377,4,4,7.213655,1,1,1,4,0,2
24917,44.891151,3,4,7.179672,1,0,3,4,0,2
24918,22.59161,4,4,2,0,1,1,2,0,3
24919,22.935771,2,1,0.808505,1,1,2,2,0,1
24920,30.19509,2,4,3,1,1,2,4,0,2
24921,36.861647,3,4,2,1,1,2,4,0,1
24922,26.971609,1,3,0.485033,1,1,3,2,0,1
24923,30.821882,2,3,4.514968,1,1,3,3,0,3
24924,43.198777,3,4,4.928353,1,0,4,3,0,1
24925,35.927075,4,4,3,1,1,3,4,0,3
24926,33.992621,4,4,3,1,0,1,4,0,2
24927,34.373585,1,3,3,1,1,2,4,0,1
24928,37.007987,2,3,1.159925,1,0,3,3,0,1
24929,45.084734,3,4,9.780906,1,1,3,3,0,1
24930,46.537221,1,1,4.61337,1,0,3,2,0,1
24931,37.540274,4,4,3,1,1,1,4,0,2
24932,26.143259,4,4,0.944368,1,0,1,4,0,1
24933,24.522067,3,3,2,1,1,2,3,1,3
24934,40.021555,3,4,4.683542,1,1,2,3,0,3
24935,36.191627,4,4,3,1,1,2,4,0,2
24936,34.398828,2,3,2,1,1,2,3,0,1
24937,36.58076,4,4,3.982959,1,0,1,4,0,1
24938,24.145994,4,3,0.039326,0,1,3,1,0,3
24939,30.116349,4,4,3.698502,1,1,3,2,0,3
24940,20.895346,1,1,-0.223901,1,1,2,1,0,1
24941,28.949421,3,4,6.523614,0,1,3,4,0,3
24942,37.968105,4,4,7.519468,0,1,4,3,0,3
24943,24.778115,3,3,0.58951,1,1,2,2,0,3
24944,30.613895,4,4,3,1,1,2,4,0,2
24945,21.51489,3,2,2,1,0,3,2,0,1
24946,22.379524,4,4,0.876978,1,0,1,3,0,1
24947,30.804066,4,4,3,1,1,2,3,0,1
24948,26.27238,2,2,0.808997,1,1,2,1,0,3
24949,27.561252,3,4,1.583533,1,0,1,1,0,1
24950,34.732503,2,3,6.701868,1,1,2,3,0,1
24951,38.298955,4,4,4.206436,1,1,1,4,0,1
24952,45.312735,4,4,3,1,1,2,4,0,2
24953,37.197044,4,4,7.859007,1,1,1,4,0,3
24954,22.03514,4,4,4.026018,1,1,1,4,0,3
24955,36.567281,3,3,5.177458,1,0,3,3,0,1
24956,28.500039,2,2,3,1,1,2,3,0,3
24957,37.503894,4,4,2,1,1,1,4,0,3
24958,26.980118,3,4,0.453471,1,1,1,3,0,1
24959,30.004969,4,4,4.431687,1,1,3,2,0,3
24960,25.38907,2,4,-0.076379,1,1,1,2,1,1
24961,23.212763,2,2,1.186727,1,1,3,2,0,1
24962,36.451628,2,3,6.28993,1,0,2,2,1,2
24963,35.415975,3,4,0.322235,1,1,2,4,0,1
24964,26.666704,4,4,3,1,1,1,4,0,2
24965,46.943483,4,4,4.251168,1,0,3,1,0,3
24966,37.816991,4,3,4.218632,0,1,3,3,0,2
24967,45.239428,4,4,4.345751,0,0,1,3,0,2
24968,27.65599,3,3,1.65701,1,1,2,2,0,1
24969,38.90492,4,4,5.287557,1,1,1,3,0,2
24970,45.052443,3,3,4.583665,1,1,2,4,0,3
24971,20.967595,4,4,0.377377,1,1,2,1,0,1
24972,37.987502,4,4,8.331591,1,1,1,4,0,2
24973,29.190405,4,4,4.442854,1,1,1,4,0,2
24974,18.620391,2,3,-0.001501,1,1,3,3,1,1
24975,36.61262,1,1,2,1,1,4,3,1,1
24976,21.681827,3,4,0.222416,1,1,1,4,0,2
24977,45.911448,4,4,3.51035,1,1,3,1,0,2
24978,37.664537,3,2,3,0,0,2,1,0,1
24979,43.534916,3,4,4.850133,0,1,1,4,0,2
24980,38.39988,1,1,4.463952,1,1,3,4,1,2
24981,28.900127,3,3,3,0,1,2,1,0,3
24982,27.050433,2,4,3,1,1,2,4,0,3
24983,47.243153,1,2,4.399023,1,1,3,4,1,1
24984,34.92956,2,3,3,1,1,2,2,0,1
24985,20.3757,2,2,1.435721,1,0,2,4,0,1
24986,29.786206,3,2,1.074013,0,1,2,3,0,1
24987,46.981947,4,4,3.912882,1,0,1,4,0,2
24988,30.544244,4,4,4.607675,1,1,3,2,0,1
24989,22.228207,4,4,0.407554,1,1,2,1,0,1
24990,37.009219,4,4,3,1,0,2,4,0,2
24991,37.131041,3,3,4.570923,1,1,3,4,0,2
24992,23.049281,4,4,0.255338,1,0,2,4,0,2
24993,21.871878,2,4,0.209128,0,0,2,4,0,2
24994,32.103311,4,4,0.040386,1,0,2,3,0,3
24995,25.519692,3,4,4.145462,1,1,1,3,0,3
24996,28.220607,1,3,3,1,1,2,1,0,1
24997,41.794699,1,2,4.124597,1,1,3,2,0,1
24998,43.619994,4,4,5.929364,1,1,1,4,0,2
24999,28.128323,3,4,2,1,1,3,2,0,3
25000,25.349171,2,4,4.288329,1,1,1,4,0,1
25001,26.28653,2,4,1.142717,1,1,2,1,0,1
25002,37.678147,3,4,3,1,0,2,3,0,2
25003,25.530249,4,4,3.082932,1,1,1,4,0,1
25004,24.31832,1,3,1.01626,1,1,2,1,0,1
25005,42.249423,3,3,3,1,1,3,3,0,3
25006,40.866164,4,4,3,1,1,1,3,0,2
25007,27.941392,2,3,2,1,1,3,3,0,3
25008,34.785603,3,4,0.768764,1,0,1,4,1,1
25009,30.456166,4,4,3,1,1,3,3,0,3
25010,32.969289,2,4,3,1,0,1,3,0,3
25011,38.807899,3,3,5.21873,0,1,2,3,0,2
25012,30.375258,4,4,3,1,1,1,2,0,2
25013,46.696214,3,3,5.688565,1,0,3,3,0,2
25014,28.821806,2,4,0.336263,1,1,3,1,0,1
25015,38.008225,4,4,2,1,0,3,4,0,1
25016,31.812156,3,4,8.555893,1,1,2,4,0,3
25017,25.656609,2,3,2,1,1,3,2,0,3
25018,26.448627,4,4,-0.162379,1,1,1,4,0,2
25019,30.589106,4,4,0.296241,1,0,3,3,0,1
25020,32.444779,3,4,4.251079,1,1,3,2,0,1
25021,30.839567,4,4,1.441262,1,0,2,3,0,1
25022,34.205235,2,1,4.26124,1,1,3,3,1,2
25023,31.333424,2,3,3,1,0,3,3,0,1
25024,31.964996,3,3,3,1,0,3,4,0,1
25025,46.97387,1,4,4.759738,1,1,3,4,1,1
25026,29.096091,3,4,2,1,1,2,2,1,1
25027,25.558981,4,4,1.403198,1,1,3,4,0,3
25028,26.563135,3,4,2,1,0,1,2,0,3
25029,42.183641,4,4,3,1,1,1,2,0,1
25030,25.537724,2,4,5.861519,1,1,2,3,0,1
25031,41.198563,3,4,9.28398,1,0,2,4,0,3
25032,30.813837,1,2,0.84681,1,0,3,1,1,1
25033,29.729341,2,3,0.725343,1,1,1,3,0,1
25034,27.669353,4,4,4.032477,1,1,1,4,1,3
25035,22.162226,3,4,1.149327,1,1,1,4,0,1
25036,34.00519,3,4,4.846707,1,1,3,4,0,3
25037,24.511862,1,4,5.295511,1,1,1,4,1,3
25038,44.175424,4,4,11.059534,1,0,1,3,0,1
25039,43.408408,2,3,6.577554,1,1,2,1,1,1
25040,43.305965,3,3,5.79558,1,1,2,3,0,3
25041,22.09352,4,3,2,0,1,2,4,0,3
25042,30.275519,3,3,0.715545,1,1,3,1,0,1
25043,36.533792,4,4,5.195539,1,1,1,4,1,3
25044,20.60748,2,2,0.692208,1,1,3,4,0,2
25045,33.408419,4,4,0.540349,1,1,4,4,0,1
25046,31.898711,2,3,5.078838,1,1,3,1,0,1
25047,29.589465,3,3,2,1,1,4,2,0,1
25048,31.371569,4,4,4.158307,1,1,2,1,0,3
25049,25.774037,3,3,4.469929,1,1,3,3,0,3
25050,22.046067,2,4,-0.004611,1,1,2,4,0,1
25051,44.623982,3,4,8.268572,1,0,1,3,0,1
25052,37.812729,4,4,4.2356,1,1,1,2,0,3
25053,32.603275,3,1,0.295762,1,1,1,4,0,3
25054,45.408492,2,4,3,1,1,1,4,0,1
25055,25.252245,2,2,2,1,1,3,4,0,3
25056,23.374637,3,4,0.23629,1,1,1,2,0,3
25057,26.853589,2,3,4.373043,1,1,2,4,0,1
25058,28.333488,4,4,3,1,1,3,4,1,3
25059,30.681998,3,3,4.255041,1,1,3,1,0,3
25060,26.982371,2,2,3.929687,1,1,1,4,0,1
25061,20.552747,4,4,1.067279,0,1,1,3,0,3
25062,37.748547,4,4,5.167013,0,0,2,4,0,2
25063,22.718839,4,4,-0.238919,1,1,3,2,0,1
25064,33.693931,3,4,3,1,1,3,4,0,3
25065,31.194022,1,2,1.191609,1,0,3,1,0,1
25066,26.460925,3,4,5.130321,0,0,3,3,0,1
25067,30.597048,3,3,4.122788,1,1,2,4,0,3
25068,27.210709,4,4,3,1,0,1,3,0,3
25069,43.304626,4,4,4.500156,1,1,3,4,0,2
25070,38.588751,3,3,2,1,1,1,3,0,2
25071,23.843511,4,4,-0.123363,1,1,3,4,0,2
25072,36.126765,4,4,2,1,0,3,4,0,1
25073,22.945545,4,4,2,1,0,1,4,0,1
25074,42.05963,4,4,6.963266,1,1,1,4,0,2
25075,45.961834,2,3,0.440541,1,0,2,3,0,1
25076,35.879106,3,1,5.807952,0,1,3,1,0,1
25077,30.25641,2,4,6.875788,1,1,2,2,0,3
25078,38.083307,3,4,3,1,0,1,1,0,3
25079,36.851543,3,4,3,1,0,1,4,0,1
25080,40.810339,2,4,3.405037,1,1,2,2,0,3
25081,22.215775,3,4,1.138908,0,0,1,3,0,3
25082,28.553429,1,1,2,1,0,3,2,1,1
25083,33.458813,4,4,4.442161,1,1,2,3,0,2
25084,31.939406,4,4,2,1,0,1,3,0,1
25085,20.972852,4,4,0.238305,1,1,2,4,0,3
25086,29.686607,1,3,4.710134,1,1,1,1,1,3
25087,27.427397,2,4,3,1,1,1,4,0,3
25088,18.574803,2,2,0.730341,1,1,3,3,0,3
25089,26.398888,4,4,3,1,0,1,4,0,2
25090,24.724384,4,4,3,1,1,1,3,0,3
25091,42.395561,3,3,3,1,1,2,2,0,2
25092,21.881237,4,4,1.076507,1,0,2,4,0,3
25093,46.279545,3,4,3,1,1,3,4,0,2
25094,36.035073,4,4,9.302997,0,1,1,4,0,3
25095,25.125727,2,4,3.848116,1,1,1,3,0,1
25096,27.612147,4,4,0.458808,0,1,1,3,0,3
25097,45.835253,4,4,2,0,1,1,4,0,1
25098,37.172258,4,4,0.823303,1,1,2,4,0,1
25099,37.462546,1,3,8.956407,1,1,3,4,1,1
25100,24.8377,2,2,0.204675,1,0,3,4,1,1
25101,35.764538,3,4,3,1,1,3,4,0,1
25102,42.236819,1,1,0.367398,0,0,2,2,1,1
25103,34.317904,4,4,3.847806,1,1,1,4,0,2
25104,43.953332,3,3,3,1,1,2,3,0,1
25105,34.423008,3,4,2,1,1,2,4,0,3
25106,29.670087,1,2,3,1,1,2,3,0,3
25107,24.698814,3,4,4.618898,1,1,3,3,0,1
25108,26.933584,2,4,0.274963,1,1,1,2,0,1
25109,40.799959,3,3,6.018039,0,1,3,4,0,2
25110,38.938159,4,4,3,1,1,3,4,0,1
25111,36.847917,2,4,3.859557,1,1,3,4,0,1
25112,26.668753,4,4,2,1,0,1,2,0,2
25113,42.830159,4,4,4.603163,1,1,2,3,0,2
25114,25.034261,4,4,3,1,1,2,4,0,2
25115,30.545207,3,4,2,0,1,1,4,0,1
25116,31.313017,2,3,3,1,0,2,3,0,3
25117,24.6887,3,4,1.064051,1,0,1,3,0,3
25118,23.866863,4,4,0.039274,1,0,1,2,0,3
25119,26.935832,3,3,2,1,1,3,3,0,3
25120,37.346754,4,4,3,1,1,1,4,0,2
25121,22.212896,4,4,0.915655,1,1,1,3,0,1
25122,42.352164,3,3,8.419679,1,1,3,4,1,1
25123,43.512278,3,4,3.552722,1,0,2,4,0,2
25124,22.788292,3,4,1.32423,1,1,3,4,0,2
25125,32.689263,1,3,0.087152,1,0,3,2,1,1
25126,24.775923,2,3,1.176995,1,1,3,4,0,1
25127,43.484483,2,2,4.178469,1,1,2,3,0,1
25128,22.686638,3,4,0.517068,1,1,2,3,0,3
25129,30.647303,4,4,4.505752,1,1,1,3,0,3
25130,18.559542,4,4,2,0,1,1,3,0,1
25131,29.265042,2,2,2,1,1,3,3,0,2
25132,36.07365,3,4,3,0,1,3,4,0,3
25133,36.751376,3,2,10.147016,1,1,2,1,0,3
25134,33.671223,3,2,4.039082,1,0,3,3,0,3
25135,30.712609,4,4,3,0,1,2,4,0,2
25136,44.654139,2,4,9.792459,1,1,1,4,0,2
25137,30.646293,3,3,0.37243,1,1,2,4,0,1
25138,30.195744,4,4,4.42801,1,1,1,4,0,3
25139,21.746434,2,3,2,1,0,3,3,0,3
25140,20.586244,3,4,0.763208,1,1,1,3,0,1
25141,47.812535,4,4,4.234938,1,1,2,4,0,1
25142,46.637942,1,2,6.060065,1,0,3,1,0,1
25143,20.796803,2,4,2,1,1,2,4,0,1
25144,46.467586,2,2,7.138233,1,1,2,3,0,1
25145,36.261943,4,4,3,1,1,1,4,0,2
25146,23.826678,4,4,0.635648,1,1,1,3,0,3
25147,26.433302,2,2,2,1,1,3,2,0,1
25148,34.967654,4,3,4.360795,1,1,1,4,0,2
25149,38.757599,1,2,4.997831,1,1,2,4,0,3
25150,45.053948,4,4,4.093081,1,0,3,2,0,2
25151,25.19513,3,4,3,1,1,1,4,0,3
25152,26.097308,4,4,2,1,1,1,4,0,2
25153,27.218534,2,4,1.014877,0,1,2,4,1,1
25154,40.014827,3,4,2,1,1,1,4,1,1
25155,26.140442,4,4,3,1,1,1,2,0,2
25156,40.400144,1,2,4.613937,1,1,2,2,1,1
25157,44.857416,4,4,6.696389,0,1,1,2,0,1
25158,29.722129,4,4,4.358244,1,1,2,4,0,2
25159,25.75821,4,4,3.843267,1,0,3,4,0,1
25160,44.585321,4,4,4.291809,1,1,1,4,0,1
25161,37.866194,2,4,4.823878,1,0,1,4,1,3
25162,33.255103,4,4,4.928703,1,1,1,4,0,1
25163,29.902508,2,4,9.596128,1,1,1,4,1,3
25164,31.212137,4,3,3,1,1,2,3,0,2
25165,51.522736,4,4,6.608898,0,1,1,4,0,3
25166,27.933153,2,3,0.633398,1,1,2,3,1,3
25167,26.429553,2,3,0.217573,1,1,3,1,0,1
25168,25.264239,3,3,3,1,1,1,2,0,3
25169,18.735654,2,2,1.000012,1,1,3,1,0,1
25170,45.919084,3,4,4.173085,1,1,2,4,0,1
25171,40.634577,3,4,1.512979,0,1,1,2,0,1
25172,20.983632,4,4,1.405805,0,1,1,3,0,2
25173,48.083662,4,4,5.621544,0,1,1,4,0,1
25174,30.3872,3,4,5.535403,1,1,3,4,0,1
25175,38.706431,4,4,2,1,1,1,3,0,1
25176,44.82972,4,4,3,1,1,3,4,0,2
25177,36.831525,3,3,3,1,0,2,3,0,2
25178,38.787592,4,4,4.637026,1,1,1,4,0,3
25179,37.230058,4,4,3,0,0,2,4,0,2
25180,21.974916,3,4,3,1,1,3,3,0,1
25181,21.044999,2,3,2,1,1,3,3,1,3
25182,37.372577,4,4,4.943793,1,1,2,3,0,2
25183,44.884594,2,4,4.889375,1,0,2,3,0,1
25184,35.223148,4,4,3,0,1,1,3,0,3
25185,17.880822,2,2,0.546592,1,1,3,2,0,3
25186,38.572612,4,4,3.494846,1,1,1,4,0,2
25187,42.8663,4,4,4.570774,1,0,1,4,0,2
25188,37.786503,4,4,4.539513,1,1,3,4,0,3
25189,34.621503,4,4,3,1,1,1,4,0,3
25190,30.493094,3,3,1.299688,1,1,2,3,0,1
25191,23.609914,4,4,3,1,1,2,3,0,2
25192,41.463967,4,4,4.808317,1,1,2,4,0,1
25193,27.101653,2,2,0.565798,1,0,2,2,0,1
25194,31.57264,4,4,4.326849,1,1,3,3,0,3
25195,44.143158,2,4,5.060129,1,1,1,4,0,1
25196,44.816703,1,2,-0.13894,1,1,3,2,0,1
25197,27.706794,1,2,3,1,1,3,1,0,1
25198,36.316371,4,4,8.669784,1,0,1,4,0,3
25199,32.027042,1,2,2,1,0,2,1,0,1
25200,46.840231,4,4,4.444071,1,1,2,1,0,1
25201,38.118051,1,3,4.778531,1,0,3,2,1,3
25202,24.793023,3,3,2,1,1,3,4,0,3
25203,42.976432,3,4,0.939616,1,1,1,1,0,1
25204,28.328091,4,4,0.365846,1,0,3,4,0,3
25205,27.54235,2,2,4.045099,1,1,1,4,0,3
25206,30.724584,4,4,4.865412,1,1,1,4,0,2
25207,24.319457,4,4,3,1,1,2,3,0,3
25208,32.364791,4,4,3,1,1,3,3,0,2
25209,25.079655,4,4,1.301958,1,1,1,3,0,3
25210,35.305174,3,4,4.898821,1,1,4,3,0,3
25211,19.646759,3,4,1.228587,0,1,1,4,0,2
25212,35.794528,1,4,3,1,1,1,4,1,1
25213,22.951519,3,4,2,1,1,1,4,1,3
25214,35.560421,3,4,4.575103,1,0,1,3,0,2
25215,31.843481,4,4,3,0,1,3,3,0,3
25216,46.097521,4,4,5.689982,1,1,2,4,0,2
25217,30.995947,4,4,3,1,1,3,2,0,2
25218,32.467597,4,4,7.702535,1,1,3,3,0,3
25219,36.669117,4,4,2,1,1,1,4,0,2
25220,25.968645,4,4,3,1,0,1,4,0,2
25221,46.805796,4,4,3,1,1,1,4,0,1
25222,48.900879,4,4,4.804236,1,1,1,4,0,3
25223,21.327684,4,4,0.947117,1,1,1,3,0,1
25224,30.712857,4,4,5.135607,0,1,1,4,0,3
25225,30.273843,3,4,0.657725,1,1,3,4,0,3
25226,36.770183,3,3,8.367696,0,1,3,3,0,1
25227,27.231015,4,4,3,1,0,2,4,0,1
25228,28.395494,3,4,0.383889,1,1,3,4,0,3
25229,26.378161,2,3,0.747231,1,1,2,4,0,1
25230,21.81754,4,4,0.488096,1,1,2,4,0,1
25231,46.3637,4,4,4.326456,1,1,1,3,0,1
25232,31.442913,4,4,1.374704,1,1,1,3,0,1
25233,31.284621,3,4,3,0,1,3,3,0,3
25234,21.706264,2,4,0.687733,1,1,3,3,0,3
25235,30.230518,2,4,3,1,1,1,4,0,1
25236,22.143882,2,2,0.64824,1,1,3,1,0,1
25237,29.713813,2,2,2,1,1,3,3,1,1
25238,24.407835,1,2,1.011652,1,1,2,4,0,1
25239,30.531626,4,3,0.948135,1,1,3,2,0,1
25240,38.778787,3,4,7.939359,0,1,1,3,0,2
25241,18.963064,4,4,2,1,1,1,4,0,1
25242,39.351359,4,4,6.684595,1,0,1,4,0,2
25243,46.696055,2,3,7.818275,1,1,3,2,0,1
25244,37.557952,4,4,3.83143,1,1,1,3,0,3
25245,19.980844,3,3,1.182182,1,1,3,2,0,3
25246,37.102475,3,4,3.300798,1,1,2,4,0,3
25247,48.886532,3,3,4.882391,1,1,2,1,0,2
25248,28.235722,4,4,3.59399,1,1,2,4,0,2
25249,35.934727,4,4,3,0,1,3,4,0,2
25250,35.018252,3,1,5.325721,1,0,3,3,0,2
25251,27.02211,3,3,3,1,1,2,4,0,2
25252,25.140326,4,4,4.447933,1,1,3,4,0,3
25253,39.754798,2,2,7.67967,1,1,3,1,0,1
25254,49.700204,3,3,4.123875,1,1,2,3,0,1
25255,28.871628,4,1,5.062356,1,1,3,4,0,1
